PROVINCIA;CAMPAÑA;DISTRITO;RDTO_KG/HA
PUNO;2014/2015;CHUCUITO;11535.48
PUNO;2015/2016;CHUCUITO;10041.27
PUNO;2016/2017;CHUCUITO;10749.2
PUNO;2017/2018;CHUCUITO;13386.08
PUNO;1996/1997;COATA;5696.72
PUNO;1997/1998;COATA;5107.14
PUNO;1998/1999;COATA;8240
PUNO;1999/2000;COATA;8200
PUNO;2000/2001;COATA;7840
PUNO;2001/2002;COATA;9484.13
PUNO;2002/2003;COATA;10809.16
PUNO;2003/2004;COATA;8349.4
PUNO;2004/2005;COATA;10007.35
PUNO;2005/2006;COATA;9424.24
PUNO;2006/2007;COATA;8634.15
PUNO;2007/2008;COATA;9036.84
PUNO;2008/2009;COATA;8935
PUNO;2009/2010;COATA;9657
PUNO;2010/2011;COATA;10209.52
PUNO;2011/2012;COATA;9713.64
PUNO;2012/2013;COATA;10253.85
PUNO;2013/2014;COATA;10450
PUNO;2014/2015;COATA;11243.14
PUNO;2015/2016;COATA;9025
PUNO;2016/2017;COATA;10278.57
PUNO;2017/2018;COATA;12117.86
PUNO;1996/1997;HUATA;5800
PUNO;1997/1998;HUATA;6548.67
PUNO;1998/1999;HUATA;8694.74
PUNO;1999/2000;HUATA;8030
PUNO;2000/2001;HUATA;7533.33
PUNO;2001/2002;HUATA;9980.95
PUNO;2002/2003;HUATA;9495.45
PUNO;2003/2004;HUATA;6577.32
PUNO;2004/2005;HUATA;9583.33
PUNO;2005/2006;HUATA;8565.96
PUNO;2006/2007;HUATA;8196.43
PUNO;2007/2008;HUATA;8787.23
PUNO;2008/2009;HUATA;8200
PUNO;2009/2010;HUATA;9371.43
PUNO;2010/2011;HUATA;9716
PUNO;2011/2012;HUATA;10392.16
PUNO;2012/2013;HUATA;10446.43
PUNO;2013/2014;HUATA;10485.19
PUNO;2014/2015;HUATA;10200
PUNO;2015/2016;HUATA;9825
PUNO;2016/2017;HUATA;10040
PUNO;2017/2018;HUATA;12497.96
PUNO;1996/1997;MAÑAZO;5750
PUNO;1997/1998;MAÑAZO;5494.62
PUNO;1998/1999;MAÑAZO;8038.89
PUNO;1999/2000;MAÑAZO;6454.55
PUNO;2000/2001;MAÑAZO;7941.18
PUNO;2001/2002;MAÑAZO;10555.07
PUNO;2002/2003;MAÑAZO;10033.33
PUNO;2003/2004;MAÑAZO;9076.19
PUNO;2004/2005;MAÑAZO;10641.38
PUNO;2005/2006;MAÑAZO;9875.86
PUNO;2006/2007;MAÑAZO;9175.26
PUNO;2007/2008;MAÑAZO;9670.97
PUNO;2008/2009;MAÑAZO;9534.38
PUNO;2009/2010;MAÑAZO;10375.76
PUNO;2010/2011;MAÑAZO;11560.61
PUNO;2011/2012;MAÑAZO;11370.59
PUNO;2012/2013;MAÑAZO;12249.32
PUNO;2013/2014;MAÑAZO;11780.56
PUNO;2014/2015;MAÑAZO;11331.43
PUNO;2015/2016;MAÑAZO;9634.29
PUNO;2016/2017;MAÑAZO;10086.96
PUNO;2017/2018;MAÑAZO;12882.35
PUNO;1996/1997;PAUCARCOLLA;5841.51
PUNO;1997/1998;PAUCARCOLLA;5571.43
PUNO;1998/1999;PAUCARCOLLA;8614.29
PUNO;1999/2000;PAUCARCOLLA;8333.33
PUNO;2000/2001;PAUCARCOLLA;7105.69
PUNO;2001/2002;PAUCARCOLLA;9731.58
PUNO;2002/2003;PAUCARCOLLA;9994.92
PUNO;2003/2004;PAUCARCOLLA;7460.61
PUNO;2004/2005;PAUCARCOLLA;10072.22
PUNO;2005/2006;PAUCARCOLLA;8879.07
PUNO;2006/2007;PAUCARCOLLA;8276.32
PUNO;2007/2008;PAUCARCOLLA;9163.27
PUNO;2008/2009;PAUCARCOLLA;8960
PUNO;2009/2010;PAUCARCOLLA;9924.53
PUNO;2010/2011;PAUCARCOLLA;10340.74
PUNO;2011/2012;PAUCARCOLLA;11060.71
PUNO;2012/2013;PAUCARCOLLA;11508.31
PUNO;2013/2014;PAUCARCOLLA;10950
PUNO;2014/2015;PAUCARCOLLA;10496.88
PUNO;2015/2016;PAUCARCOLLA;9730.3
PUNO;2016/2017;PAUCARCOLLA;9701.54
PUNO;2017/2018;PAUCARCOLLA;12331.19
PUNO;1996/1997;PICHACANI;5490.91
PUNO;1997/1998;PICHACANI;4522.73
PUNO;1998/1999;PICHACANI;7250
PUNO;1999/2000;PICHACANI;7850
PUNO;2000/2001;PICHACANI;7350
PUNO;2001/2002;PICHACANI;9263.16
PUNO;2002/2003;PICHACANI;8500
PUNO;2003/2004;PICHACANI;7670
PUNO;2004/2005;PICHACANI;8850
PUNO;2005/2006;PICHACANI;8235.71
PUNO;2006/2007;PICHACANI;7864.29
PUNO;2007/2008;PICHACANI;8221.43
PUNO;2008/2009;PICHACANI;8942.86
PUNO;2009/2010;PICHACANI;8612.9
PUNO;2010/2011;PICHACANI;9115.15
PUNO;2011/2012;PICHACANI;8461.54
PUNO;2012/2013;PICHACANI;10280
PUNO;2013/2014;PICHACANI;9847.62
PUNO;2014/2015;PICHACANI;9827.91
PUNO;2015/2016;PICHACANI;9158.14
PUNO;2016/2017;PICHACANI;9712.92
PUNO;2017/2018;PICHACANI;10004.67
PUNO;1996/1997;PLATERIA;5901.64
PUNO;1997/1998;PLATERIA;4927.59
PUNO;1998/1999;PLATERIA;8260.64
PUNO;1999/2000;PLATERIA;7851.35
PUNO;2000/2001;PLATERIA;7258.54
PUNO;2001/2002;PLATERIA;9758.24
PUNO;2002/2003;PLATERIA;10020.2
PUNO;2003/2004;PLATERIA;8385.79
PUNO;2004/2005;PLATERIA;9640.55
PUNO;2005/2006;PLATERIA;8807.14
PUNO;2006/2007;PLATERIA;8600
PUNO;2007/2008;PLATERIA;8613.33
PUNO;2008/2009;PLATERIA;9106.25
PUNO;2009/2010;PLATERIA;10120.59
PUNO;2010/2011;PLATERIA;10591.78
PUNO;2011/2012;PLATERIA;12061.17
PUNO;2012/2013;PLATERIA;11480.82
PUNO;2013/2014;PLATERIA;11415.82
PUNO;2014/2015;PLATERIA;11526.58
PUNO;2015/2016;PLATERIA;9684.34
PUNO;2016/2017;PLATERIA;10913.92
PUNO;2017/2018;PLATERIA;12926.58
PUNO;1996/1997;PUNO;5647.48
PUNO;1997/1998;PUNO;5312
PUNO;1998/1999;PUNO;9225
PUNO;1999/2000;PUNO;8061.22
PUNO;2000/2001;PUNO;7328.67
PUNO;2001/2002;PUNO;9500
PUNO;2002/2003;PUNO;9920.45
PUNO;2003/2004;PUNO;8632.18
PUNO;2004/2005;PUNO;9911.11
PUNO;2005/2006;PUNO;9385
PUNO;2006/2007;PUNO;8895.24
PUNO;2007/2008;PUNO;9659.09
PUNO;2008/2009;PUNO;8800
PUNO;2009/2010;PUNO;10513.64
PUNO;2010/2011;PUNO;11046.81
PUNO;2011/2012;PUNO;10497.93
PUNO;2012/2013;PUNO;10478.43
PUNO;2013/2014;PUNO;10833.9
PUNO;2014/2015;PUNO;11680
PUNO;2015/2016;PUNO;9679.37
PUNO;2016/2017;PUNO;10784.57
PUNO;2017/2018;PUNO;12927.03
PUNO;1996/1997;SAN ANTONIO;0
PUNO;1997/1998;SAN ANTONIO;0
PUNO;1998/1999;SAN ANTONIO;0
PUNO;1999/2000;SAN ANTONIO;6000
PUNO;2000/2001;SAN ANTONIO;7000
PUNO;2001/2002;SAN ANTONIO;6666.67
PUNO;2002/2003;SAN ANTONIO;6500
PUNO;2003/2004;SAN ANTONIO;6200
PUNO;2004/2005;SAN ANTONIO;7333.33
PUNO;2005/2006;SAN ANTONIO;6250
PUNO;2006/2007;SAN ANTONIO;7750
PUNO;2007/2008;SAN ANTONIO;7250
PUNO;2008/2009;SAN ANTONIO;7200
PUNO;2009/2010;SAN ANTONIO;7600
PUNO;2010/2011;SAN ANTONIO;8000
PUNO;2011/2012;SAN ANTONIO;7200
PUNO;2012/2013;SAN ANTONIO;8400
PUNO;2013/2014;SAN ANTONIO;8400
PUNO;2014/2015;SAN ANTONIO;0
PUNO;2015/2016;SAN ANTONIO;0
PUNO;2016/2017;SAN ANTONIO;0
PUNO;2017/2018;SAN ANTONIO;0
PUNO;1996/1997;TIQUILLACA;5681.82
PUNO;1997/1998;TIQUILLACA;6442.11
PUNO;1998/1999;TIQUILLACA;8204.08
PUNO;1999/2000;TIQUILLACA;7797.75
PUNO;2000/2001;TIQUILLACA;6916.67
PUNO;2001/2002;TIQUILLACA;9000
PUNO;2002/2003;TIQUILLACA;9076.19
PUNO;2003/2004;TIQUILLACA;7952.38
PUNO;2004/2005;TIQUILLACA;11428.57
PUNO;2005/2006;TIQUILLACA;9000
PUNO;2006/2007;TIQUILLACA;8409.09
PUNO;2007/2008;TIQUILLACA;8763.64
PUNO;2008/2009;TIQUILLACA;8146.15
PUNO;2009/2010;TIQUILLACA;8961.54
PUNO;2010/2011;TIQUILLACA;9500
PUNO;2011/2012;TIQUILLACA;9550
PUNO;2012/2013;TIQUILLACA;10557.14
PUNO;2013/2014;TIQUILLACA;9850
PUNO;2014/2015;TIQUILLACA;9850
PUNO;2015/2016;TIQUILLACA;9027.78
PUNO;2016/2017;TIQUILLACA;10644.07
PUNO;2017/2018;TIQUILLACA;12971.75
PUNO;1996/1997;VILQUE;5796.46
PUNO;1997/1998;VILQUE;4837.21
PUNO;1998/1999;VILQUE;8238.64
PUNO;1999/2000;VILQUE;8161.9
PUNO;2000/2001;VILQUE;7706.9
PUNO;2001/2002;VILQUE;9016.95
PUNO;2002/2003;VILQUE;9606.67
PUNO;2003/2004;VILQUE;8564.94
PUNO;2004/2005;VILQUE;8740.96
PUNO;2005/2006;VILQUE;8664.71
PUNO;2006/2007;VILQUE;8123.38
PUNO;2007/2008;VILQUE;8764.71
PUNO;2008/2009;VILQUE;9005.56
PUNO;2009/2010;VILQUE;9650
PUNO;2010/2011;VILQUE;9515.79
PUNO;2011/2012;VILQUE;10194.44
PUNO;2012/2013;VILQUE;11123.81
PUNO;2013/2014;VILQUE;11204.35
PUNO;2014/2015;VILQUE;10310
PUNO;2015/2016;VILQUE;9835
PUNO;2016/2017;VILQUE;10289.47
PUNO;2017/2018;VILQUE;12368.69
PUTINA;1996/1997;PEDRO VILCA APAZA;6410
PUTINA;1997/1998;PEDRO VILCA APAZA;7827.27
PUTINA;1998/1999;PEDRO VILCA APAZA;8154.55
PUTINA;1999/2000;PEDRO VILCA APAZA;8254.55
PUTINA;2000/2001;PEDRO VILCA APAZA;7874.02
PUTINA;2001/2002;PEDRO VILCA APAZA;9470.59
PUTINA;2002/2003;PEDRO VILCA APAZA;10403.28
PUTINA;2003/2004;PEDRO VILCA APAZA;9027.95
PUTINA;2004/2005;PEDRO VILCA APAZA;8962.5
PUTINA;2005/2006;PEDRO VILCA APAZA;8222.58
PUTINA;2006/2007;PEDRO VILCA APAZA;7596.77
PUTINA;2007/2008;PEDRO VILCA APAZA;7585.19
PUTINA;2008/2009;PEDRO VILCA APAZA;7207.14
PUTINA;2009/2010;PEDRO VILCA APAZA;8955.1
PUTINA;2010/2011;PEDRO VILCA APAZA;9332
PUTINA;2011/2012;PEDRO VILCA APAZA;11239.13
PUTINA;2012/2013;PEDRO VILCA APAZA;11340
PUTINA;2013/2014;PEDRO VILCA APAZA;10918.52
PUTINA;2014/2015;PEDRO VILCA APAZA;12854.55
PUTINA;2015/2016;PEDRO VILCA APAZA;12104.76
PUTINA;2016/2017;PEDRO VILCA APAZA;12522.22
PUTINA;2017/2018;PEDRO VILCA APAZA;13147.06
PUTINA;1996/1997;PUTINA;6412.24
PUTINA;1997/1998;PUTINA;7906.88
PUTINA;1998/1999;PUTINA;7970.83
PUTINA;1999/2000;PUTINA;9325.96
PUTINA;2000/2001;PUTINA;8904.76
PUTINA;2001/2002;PUTINA;9557.33
PUTINA;2002/2003;PUTINA;9831.94
PUTINA;2003/2004;PUTINA;9163.98
PUTINA;2004/2005;PUTINA;9631.35
PUTINA;2005/2006;PUTINA;8803.28
PUTINA;2006/2007;PUTINA;8700
PUTINA;2007/2008;PUTINA;7833.33
PUTINA;2008/2009;PUTINA;7416.22
PUTINA;2009/2010;PUTINA;9581.82
PUTINA;2010/2011;PUTINA;9756.25
PUTINA;2011/2012;PUTINA;12158.06
PUTINA;2012/2013;PUTINA;12259.38
PUTINA;2013/2014;PUTINA;12828.57
PUTINA;2014/2015;PUTINA;13905.26
PUTINA;2015/2016;PUTINA;11429.41
PUTINA;2016/2017;PUTINA;11392.31
PUTINA;2017/2018;PUTINA;12566.67
PUTINA;1996/1997;QUILCAPUNCU;6440
PUTINA;1997/1998;QUILCAPUNCU;7176.47
PUTINA;1998/1999;QUILCAPUNCU;7250
PUTINA;1999/2000;QUILCAPUNCU;8011.76
PUTINA;2000/2001;QUILCAPUNCU;8122.81
PUTINA;2001/2002;QUILCAPUNCU;8246.43
PUTINA;2002/2003;QUILCAPUNCU;9871.89
PUTINA;2003/2004;QUILCAPUNCU;8649.12
PUTINA;2004/2005;QUILCAPUNCU;9365.52
PUTINA;2005/2006;QUILCAPUNCU;8926.32
PUTINA;2006/2007;QUILCAPUNCU;8943.26
PUTINA;2007/2008;QUILCAPUNCU;7706.38
PUTINA;2008/2009;QUILCAPUNCU;7551.85
PUTINA;2009/2010;QUILCAPUNCU;9352
PUTINA;2010/2011;QUILCAPUNCU;9480.77
PUTINA;2011/2012;QUILCAPUNCU;11668.09
PUTINA;2012/2013;QUILCAPUNCU;10464
PUTINA;2013/2014;QUILCAPUNCU;11317.24
PUTINA;2014/2015;QUILCAPUNCU;12754.55
PUTINA;2015/2016;QUILCAPUNCU;11913.04
PUTINA;2016/2017;QUILCAPUNCU;12127.78
PUTINA;2017/2018;QUILCAPUNCU;12029.41
PUTINA;1996/1997;SINA;6640
PUTINA;1997/1998;SINA;8290.14
PUTINA;1998/1999;SINA;8906.67
PUTINA;1999/2000;SINA;8834.21
PUTINA;2000/2001;SINA;9038.6
PUTINA;2001/2002;SINA;10653.27
PUTINA;2002/2003;SINA;10790.7
PUTINA;2003/2004;SINA;10989.71
PUTINA;2004/2005;SINA;11069.49
PUTINA;2005/2006;SINA;10871.19
PUTINA;2006/2007;SINA;11055.46
PUTINA;2007/2008;SINA;11011.27
PUTINA;2008/2009;SINA;10381.58
PUTINA;2009/2010;SINA;11630.89
PUTINA;2010/2011;SINA;10978.57
PUTINA;2011/2012;SINA;9866.67
PUTINA;2012/2013;SINA;10175.61
PUTINA;2013/2014;SINA;11138.46
PUTINA;2014/2015;SINA;12244.83
PUTINA;2015/2016;SINA;12379.14
PUTINA;2016/2017;SINA;12961.9
PUTINA;2017/2018;SINA;13112
SANDIA;1996/1997;ALTO INAMBARI;0
SANDIA;1997/1998;ALTO INAMBARI;0
SANDIA;1998/1999;ALTO INAMBARI;0
SANDIA;1999/2000;ALTO INAMBARI;0
SANDIA;2000/2001;ALTO INAMBARI;0
SANDIA;2001/2002;ALTO INAMBARI;0
SANDIA;2002/2003;ALTO INAMBARI;0
SANDIA;2003/2004;ALTO INAMBARI;0
SANDIA;2004/2005;ALTO INAMBARI;0
SANDIA;2005/2006;ALTO INAMBARI;0
SANDIA;2006/2007;ALTO INAMBARI;0
SANDIA;2007/2008;ALTO INAMBARI;0
SANDIA;2008/2009;ALTO INAMBARI;0
SANDIA;2009/2010;ALTO INAMBARI;0
SANDIA;2010/2011;ALTO INAMBARI;0
SANDIA;2011/2012;ALTO INAMBARI;0
SANDIA;2012/2013;ALTO INAMBARI;0
SANDIA;2013/2014;ALTO INAMBARI;0
SANDIA;2014/2015;ALTO INAMBARI;0
SANDIA;2015/2016;ALTO INAMBARI;0
SANDIA;2016/2017;ALTO INAMBARI;0
SANDIA;2017/2018;ALTO INAMBARI;0
SANDIA;1996/1997;CUYOCUYO;7100
SANDIA;1997/1998;CUYOCUYO;6283.95
SANDIA;1998/1999;CUYOCUYO;8359.06
SANDIA;1999/2000;CUYOCUYO;9975.44
SANDIA;2000/2001;CUYOCUYO;8974.68
SANDIA;2001/2002;CUYOCUYO;11125.77
SANDIA;2002/2003;CUYOCUYO;10836.13
SANDIA;2003/2004;CUYOCUYO;10447.17
SANDIA;2004/2005;CUYOCUYO;10358.74
SANDIA;2005/2006;CUYOCUYO;10300.77
SANDIA;2006/2007;CUYOCUYO;11760.38
SANDIA;2007/2008;CUYOCUYO;12277.67
SANDIA;2008/2009;CUYOCUYO;13303.09
SANDIA;2009/2010;CUYOCUYO;13560.82
SANDIA;2010/2011;CUYOCUYO;12316.65
SANDIA;2011/2012;CUYOCUYO;12161.54
SANDIA;2012/2013;CUYOCUYO;11965.17
SANDIA;2013/2014;CUYOCUYO;11843.96
SANDIA;2014/2015;CUYOCUYO;13575.56
SANDIA;2015/2016;CUYOCUYO;16343.35
SANDIA;2016/2017;CUYOCUYO;16234.29
SANDIA;2017/2018;CUYOCUYO;16970.18
SANDIA;1996/1997;LIMBANI;8528.21
SANDIA;1997/1998;LIMBANI;7784.52
SANDIA;1998/1999;LIMBANI;8659.13
SANDIA;1999/2000;LIMBANI;9155.88
SANDIA;2000/2001;LIMBANI;8840.62
SANDIA;2001/2002;LIMBANI;10700
SANDIA;2002/2003;LIMBANI;10144.96
SANDIA;2003/2004;LIMBANI;10010.42
SANDIA;2004/2005;LIMBANI;10234.8
SANDIA;2005/2006;LIMBANI;10466.43
SANDIA;2006/2007;LIMBANI;11322.81
SANDIA;2007/2008;LIMBANI;11708.03
SANDIA;2008/2009;LIMBANI;12622.47
SANDIA;2009/2010;LIMBANI;12789.28
SANDIA;2010/2011;LIMBANI;12395.83
SANDIA;2011/2012;LIMBANI;12373.31
SANDIA;2012/2013;LIMBANI;11310.89
SANDIA;2013/2014;LIMBANI;11677.27
SANDIA;2014/2015;LIMBANI;13504.92
SANDIA;2015/2016;LIMBANI;15457.41
SANDIA;2016/2017;LIMBANI;15474.58
SANDIA;2017/2018;LIMBANI;15589.57
SANDIA;1996/1997;PATAMBUCO;6459.63
SANDIA;1997/1998;PATAMBUCO;6067.61
SANDIA;1998/1999;PATAMBUCO;8544.83
SANDIA;1999/2000;PATAMBUCO;9300.15
SANDIA;2000/2001;PATAMBUCO;8877.13
SANDIA;2001/2002;PATAMBUCO;10189.19
SANDIA;2002/2003;PATAMBUCO;10810.13
SANDIA;2003/2004;PATAMBUCO;10388.3
SANDIA;2004/2005;PATAMBUCO;10250.43
SANDIA;2005/2006;PATAMBUCO;10992.71
SANDIA;2006/2007;PATAMBUCO;10965.45
SANDIA;2007/2008;PATAMBUCO;12372.48
SANDIA;2008/2009;PATAMBUCO;12597.12
SANDIA;2009/2010;PATAMBUCO;13785.49
SANDIA;2010/2011;PATAMBUCO;13101.12
SANDIA;2011/2012;PATAMBUCO;12110.65
SANDIA;2012/2013;PATAMBUCO;11494.62
SANDIA;2013/2014;PATAMBUCO;11689.03
SANDIA;2014/2015;PATAMBUCO;13310.39
SANDIA;2015/2016;PATAMBUCO;15837.84
SANDIA;2016/2017;PATAMBUCO;15460.65
SANDIA;2017/2018;PATAMBUCO;15638.96
SANDIA;1996/1997;PHARA;7420
SANDIA;1997/1998;PHARA;7168.85
SANDIA;1998/1999;PHARA;7533.33
SANDIA;1999/2000;PHARA;8945
SANDIA;2000/2001;PHARA;8820.75
SANDIA;2001/2002;PHARA;10477.23
SANDIA;2002/2003;PHARA;10472
SANDIA;2003/2004;PHARA;10436.07
SANDIA;2004/2005;PHARA;10310.68
SANDIA;2005/2006;PHARA;11015.27
SANDIA;2006/2007;PHARA;11529.98
SANDIA;2007/2008;PHARA;11692.31
SANDIA;2008/2009;PHARA;12378.52
SANDIA;2009/2010;PHARA;13023.26
SANDIA;2010/2011;PHARA;12630.24
SANDIA;2011/2012;PHARA;12056.54
SANDIA;2012/2013;PHARA;12056.18
SANDIA;2013/2014;PHARA;11830.48
SANDIA;2014/2015;PHARA;13117.31
SANDIA;2015/2016;PHARA;15106.38
SANDIA;2016/2017;PHARA;15282.98
SANDIA;2017/2018;PHARA;15760.75
SANDIA;1996/1997;QUIACA;8100
SANDIA;1997/1998;QUIACA;7308.7
SANDIA;1998/1999;QUIACA;8548.48
SANDIA;1999/2000;QUIACA;9043.59
SANDIA;2000/2001;QUIACA;9593.58
SANDIA;2001/2002;QUIACA;10429.78
SANDIA;2002/2003;QUIACA;10179.78
SANDIA;2003/2004;QUIACA;9915.3
SANDIA;2004/2005;QUIACA;10307.69
SANDIA;2005/2006;QUIACA;10476.56
SANDIA;2006/2007;QUIACA;11613.58
SANDIA;2007/2008;QUIACA;12130.32
SANDIA;2008/2009;QUIACA;12608.22
SANDIA;2009/2010;QUIACA;13703.98
SANDIA;2010/2011;QUIACA;12541.39
SANDIA;2011/2012;QUIACA;12034.21
SANDIA;2012/2013;QUIACA;12024.32
SANDIA;2013/2014;QUIACA;12134.09
SANDIA;2014/2015;QUIACA;13613.95
SANDIA;2015/2016;QUIACA;16077.5
SANDIA;2016/2017;QUIACA;15736.17
SANDIA;2017/2018;QUIACA;15941.59
SANDIA;1996/1997;SANDIA;8436.25
SANDIA;1997/1998;SANDIA;8543.61
SANDIA;1998/1999;SANDIA;9352.51
SANDIA;1999/2000;SANDIA;8907.83
SANDIA;2000/2001;SANDIA;9115.06
SANDIA;2001/2002;SANDIA;10443.32
SANDIA;2002/2003;SANDIA;10302.39
SANDIA;2003/2004;SANDIA;10108.87
SANDIA;2004/2005;SANDIA;10466.92
SANDIA;2005/2006;SANDIA;10670.22
SANDIA;2006/2007;SANDIA;11433.84
SANDIA;2007/2008;SANDIA;11728.1
SANDIA;2008/2009;SANDIA;11860.42
SANDIA;2009/2010;SANDIA;12239.43
SANDIA;2010/2011;SANDIA;11128.04
SANDIA;2011/2012;SANDIA;12259.46
SANDIA;2012/2013;SANDIA;12571.71
SANDIA;2013/2014;SANDIA;12370.24
SANDIA;2014/2015;SANDIA;13410.34
SANDIA;2015/2016;SANDIA;15548.67
SANDIA;2016/2017;SANDIA;15879.61
SANDIA;2017/2018;SANDIA;15747.37
SANDIA;1996/1997;SAN JUAN DEL ORO;0
SANDIA;1997/1998;SAN JUAN DEL ORO;0
SANDIA;1998/1999;SAN JUAN DEL ORO;0
SANDIA;1999/2000;SAN JUAN DEL ORO;0
SANDIA;2000/2001;SAN JUAN DEL ORO;0
SANDIA;2001/2002;SAN JUAN DEL ORO;0
SANDIA;2002/2003;SAN JUAN DEL ORO;0
SANDIA;2003/2004;SAN JUAN DEL ORO;0
SANDIA;2004/2005;SAN JUAN DEL ORO;0
SANDIA;2005/2006;SAN JUAN DEL ORO;0
SANDIA;2006/2007;SAN JUAN DEL ORO;0
SANDIA;2007/2008;SAN JUAN DEL ORO;0
SANDIA;2008/2009;SAN JUAN DEL ORO;0
SANDIA;2009/2010;SAN JUAN DEL ORO;0
SANDIA;2010/2011;SAN JUAN DEL ORO;0
SANDIA;2011/2012;SAN JUAN DEL ORO;0
SANDIA;2012/2013;SAN JUAN DEL ORO;0
SANDIA;2013/2014;SAN JUAN DEL ORO;0
SANDIA;2014/2015;SAN JUAN DEL ORO;0
SANDIA;2015/2016;SAN JUAN DEL ORO;0
SANDIA;2016/2017;SAN JUAN DEL ORO;0
SANDIA;2017/2018;SAN JUAN DEL ORO;0
SANDIA;1996/1997;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;1997/1998;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;1998/1999;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;1999/2000;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;2000/2001;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;2001/2002;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;2002/2003;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;2003/2004;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;2004/2005;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;2005/2006;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;2006/2007;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;2007/2008;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;2008/2009;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;2009/2010;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;2010/2011;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;2011/2012;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;2012/2013;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;2013/2014;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;2014/2015;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;2015/2016;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;2016/2017;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;2017/2018;SAN PEDRO DE PUTINA PUNCO;0
SANDIA;1996/1997;YANAHUAYA;0
SANDIA;1997/1998;YANAHUAYA;0
SANDIA;1998/1999;YANAHUAYA;0
SANDIA;1999/2000;YANAHUAYA;0
SANDIA;2000/2001;YANAHUAYA;0
SANDIA;2001/2002;YANAHUAYA;0
SANDIA;2002/2003;YANAHUAYA;0
SANDIA;2003/2004;YANAHUAYA;0
SANDIA;2004/2005;YANAHUAYA;0
SANDIA;2005/2006;YANAHUAYA;0
SANDIA;2006/2007;YANAHUAYA;0
SANDIA;2007/2008;YANAHUAYA;0
SANDIA;2008/2009;YANAHUAYA;0
SANDIA;2009/2010;YANAHUAYA;0
SANDIA;2010/2011;YANAHUAYA;0
SANDIA;2011/2012;YANAHUAYA;0
SANDIA;2012/2013;YANAHUAYA;0
SANDIA;2013/2014;YANAHUAYA;0
SANDIA;2014/2015;YANAHUAYA;0
SANDIA;2015/2016;YANAHUAYA;0
SANDIA;2016/2017;YANAHUAYA;0
SANDIA;2017/2018;YANAHUAYA;0
SAN ROMAN;1996/1997;CABANA;6637.07
SAN ROMAN;1997/1998;CABANA;7950
SAN ROMAN;1998/1999;CABANA;8342.22
SAN ROMAN;1999/2000;CABANA;8476
SAN ROMAN;2000/2001;CABANA;7325
SAN ROMAN;2001/2002;CABANA;9273.85
SAN ROMAN;2002/2003;CABANA;8975.76
SAN ROMAN;2003/2004;CABANA;10294.74
SAN ROMAN;2004/2005;CABANA;9870.83
SAN ROMAN;2005/2006;CABANA;10575.65
SAN ROMAN;2006/2007;CABANA;9104.17
SAN ROMAN;2007/2008;CABANA;8130.95
SAN ROMAN;2008/2009;CABANA;11650
SAN ROMAN;2009/2010;CABANA;12314.96
SAN ROMAN;2010/2011;CABANA;13658.12
SAN ROMAN;2011/2012;CABANA;9209.17
SAN ROMAN;2012/2013;CABANA;12502.7
SAN ROMAN;2013/2014;CABANA;13014.72
SAN ROMAN;2014/2015;CABANA;13047.62
SAN ROMAN;2015/2016;CABANA;10777.39
SAN ROMAN;2016/2017;CABANA;12084.55
SAN ROMAN;2017/2018;CABANA;12234.15
SAN ROMAN;1996/1997;CABANILLAS;6834.86
SAN ROMAN;1997/1998;CABANILLAS;7316.67
SAN ROMAN;1998/1999;CABANILLAS;8074.07
SAN ROMAN;1999/2000;CABANILLAS;8328.57
SAN ROMAN;2000/2001;CABANILLAS;7040
SAN ROMAN;2001/2002;CABANILLAS;8663.64
SAN ROMAN;2002/2003;CABANILLAS;10273.91
SAN ROMAN;2003/2004;CABANILLAS;9804.17
SAN ROMAN;2004/2005;CABANILLAS;9794.12
SAN ROMAN;2005/2006;CABANILLAS;11644.78
SAN ROMAN;2006/2007;CABANILLAS;10506.06
SAN ROMAN;2007/2008;CABANILLAS;8356.67
SAN ROMAN;2008/2009;CABANILLAS;11397.01
SAN ROMAN;2009/2010;CABANILLAS;14010
SAN ROMAN;2010/2011;CABANILLAS;13703.45
SAN ROMAN;2011/2012;CABANILLAS;9527.66
SAN ROMAN;2012/2013;CABANILLAS;14383.78
SAN ROMAN;2013/2014;CABANILLAS;13948.57
