PROVINCIA;CAMPAÑA;DISTRITO;RDTO_KG/HA
AZANGARO;1996/1997;ACHAYA;6602.78
AZANGARO;1997/1998;ACHAYA;7343.75
AZANGARO;1998/1999;ACHAYA;7950.77
AZANGARO;1999/2000;ACHAYA;7890.91
AZANGARO;2000/2001;ACHAYA;6613.11
AZANGARO;2001/2002;ACHAYA;9223.35
AZANGARO;2002/2003;ACHAYA;10324.68
AZANGARO;2003/2004;ACHAYA;9983.33
AZANGARO;2004/2005;ACHAYA;8653.33
AZANGARO;2005/2006;ACHAYA;11167.01
AZANGARO;2006/2007;ACHAYA;9264.86
AZANGARO;2007/2008;ACHAYA;7903.92
AZANGARO;2008/2009;ACHAYA;10954.86
AZANGARO;2009/2010;ACHAYA;11618.52
AZANGARO;2010/2011;ACHAYA;11678.69
AZANGARO;2011/2012;ACHAYA;8051.67
AZANGARO;2012/2013;ACHAYA;11858.91
AZANGARO;2013/2014;ACHAYA;9698.57
AZANGARO;2014/2015;ACHAYA;12750.67
AZANGARO;2015/2016;ACHAYA;10585.53
AZANGARO;2016/2017;ACHAYA;11887.65
AZANGARO;2017/2018;ACHAYA;12681.25
AZANGARO;1996/1997;ARAPA;5371.75
AZANGARO;1997/1998;ARAPA;5531.03
AZANGARO;1998/1999;ARAPA;7643.33
AZANGARO;1999/2000;ARAPA;8540
AZANGARO;2000/2001;ARAPA;8323.66
AZANGARO;2001/2002;ARAPA;9476.27
AZANGARO;2002/2003;ARAPA;9674.1
AZANGARO;2003/2004;ARAPA;8013.29
AZANGARO;2004/2005;ARAPA;8733.33
AZANGARO;2005/2006;ARAPA;9060.32
AZANGARO;2006/2007;ARAPA;8150.77
AZANGARO;2007/2008;ARAPA;7001.59
AZANGARO;2008/2009;ARAPA;7300
AZANGARO;2009/2010;ARAPA;7918.25
AZANGARO;2010/2011;ARAPA;8689.71
AZANGARO;2011/2012;ARAPA;9483.92
AZANGARO;2012/2013;ARAPA;8957.36
AZANGARO;2013/2014;ARAPA;8557.57
AZANGARO;2014/2015;ARAPA;10157.33
AZANGARO;2015/2016;ARAPA;10144.87
AZANGARO;2016/2017;ARAPA;10756.1
AZANGARO;2017/2018;ARAPA;11143.53
AZANGARO;1996/1997;ASILLO;5398.86
AZANGARO;1997/1998;ASILLO;5475.71
AZANGARO;1998/1999;ASILLO;7913.89
AZANGARO;1999/2000;ASILLO;8468
AZANGARO;2000/2001;ASILLO;8849.76
AZANGARO;2001/2002;ASILLO;10198.55
AZANGARO;2002/2003;ASILLO;10383.19
AZANGARO;2003/2004;ASILLO;9200
AZANGARO;2004/2005;ASILLO;9090
AZANGARO;2005/2006;ASILLO;8704.29
AZANGARO;2006/2007;ASILLO;8468
AZANGARO;2007/2008;ASILLO;7031.72
AZANGARO;2008/2009;ASILLO;7506.67
AZANGARO;2009/2010;ASILLO;8050.65
AZANGARO;2010/2011;ASILLO;9377.78
AZANGARO;2011/2012;ASILLO;9560.33
AZANGARO;2012/2013;ASILLO;9480.72
AZANGARO;2013/2014;ASILLO;9367.27
AZANGARO;2014/2015;ASILLO;11028.21
AZANGARO;2015/2016;ASILLO;10297.53
AZANGARO;2016/2017;ASILLO;10726.14
AZANGARO;2017/2018;ASILLO;10854.84
AZANGARO;1996/1997;AZANGARO;5375
AZANGARO;1997/1998;AZANGARO;5568.24
AZANGARO;1998/1999;AZANGARO;7576.54
AZANGARO;1999/2000;AZANGARO;8596.67
AZANGARO;2000/2001;AZANGARO;8819.17
AZANGARO;2001/2002;AZANGARO;9776.34
AZANGARO;2002/2003;AZANGARO;10370.03
AZANGARO;2003/2004;AZANGARO;9100.79
AZANGARO;2004/2005;AZANGARO;9843.62
AZANGARO;2005/2006;AZANGARO;9240.21
AZANGARO;2006/2007;AZANGARO;9248.21
AZANGARO;2007/2008;AZANGARO;6637.63
AZANGARO;2008/2009;AZANGARO;7900.5
AZANGARO;2009/2010;AZANGARO;8789.16
AZANGARO;2010/2011;AZANGARO;9735.71
AZANGARO;2011/2012;AZANGARO;9725.06
AZANGARO;2012/2013;AZANGARO;9475.5
AZANGARO;2013/2014;AZANGARO;9228.84
AZANGARO;2014/2015;AZANGARO;10955.79
AZANGARO;2015/2016;AZANGARO;10377.55
AZANGARO;2016/2017;AZANGARO;10660.34
AZANGARO;2017/2018;AZANGARO;10627.52
AZANGARO;1996/1997;CAMINACA;6606.76
AZANGARO;1997/1998;CAMINACA;5903.61
AZANGARO;1998/1999;CAMINACA;7961.9
AZANGARO;1999/2000;CAMINACA;7735.71
AZANGARO;2000/2001;CAMINACA;6897.3
AZANGARO;2001/2002;CAMINACA;8587.14
AZANGARO;2002/2003;CAMINACA;10330.61
AZANGARO;2003/2004;CAMINACA;10232.74
AZANGARO;2004/2005;CAMINACA;9670.59
AZANGARO;2005/2006;CAMINACA;9987.27
AZANGARO;2006/2007;CAMINACA;8873.33
AZANGARO;2007/2008;CAMINACA;8220
AZANGARO;2008/2009;CAMINACA;9897.78
AZANGARO;2009/2010;CAMINACA;11575.71
AZANGARO;2010/2011;CAMINACA;12146.67
AZANGARO;2011/2012;CAMINACA;10588.92
AZANGARO;2012/2013;CAMINACA;11620.51
AZANGARO;2013/2014;CAMINACA;10172.97
AZANGARO;2014/2015;CAMINACA;12795.77
AZANGARO;2015/2016;CAMINACA;10677.65
AZANGARO;2016/2017;CAMINACA;11033.68
AZANGARO;2017/2018;CAMINACA;12931.91
AZANGARO;1996/1997;CHUPA;5374.52
AZANGARO;1997/1998;CHUPA;5587.27
AZANGARO;1998/1999;CHUPA;7896
AZANGARO;1999/2000;CHUPA;8607.27
AZANGARO;2000/2001;CHUPA;8866.03
AZANGARO;2001/2002;CHUPA;10022.64
AZANGARO;2002/2003;CHUPA;10147.12
AZANGARO;2003/2004;CHUPA;8328.36
AZANGARO;2004/2005;CHUPA;10587.27
AZANGARO;2005/2006;CHUPA;9924.07
AZANGARO;2006/2007;CHUPA;9829.36
AZANGARO;2007/2008;CHUPA;7299.01
AZANGARO;2008/2009;CHUPA;7405
AZANGARO;2009/2010;CHUPA;9663.93
AZANGARO;2010/2011;CHUPA;9076.67
AZANGARO;2011/2012;CHUPA;9353.13
AZANGARO;2012/2013;CHUPA;9842.02
AZANGARO;2013/2014;CHUPA;9201.54
AZANGARO;2014/2015;CHUPA;10930.3
AZANGARO;2015/2016;CHUPA;10877.94
AZANGARO;2016/2017;CHUPA;10854.86
AZANGARO;2017/2018;CHUPA;11539.19
AZANGARO;1996/1997;JOSE D. CHOQUEHUANCA;5339.13
AZANGARO;1997/1998;JOSE D. CHOQUEHUANCA;5406.67
AZANGARO;1998/1999;JOSE D. CHOQUEHUANCA;7300
AZANGARO;1999/2000;JOSE D. CHOQUEHUANCA;8160
AZANGARO;2000/2001;JOSE D. CHOQUEHUANCA;8364.34
AZANGARO;2001/2002;JOSE D. CHOQUEHUANCA;9193.55
AZANGARO;2002/2003;JOSE D. CHOQUEHUANCA;9301.37
AZANGARO;2003/2004;JOSE D. CHOQUEHUANCA;9080.25
AZANGARO;2004/2005;JOSE D. CHOQUEHUANCA;8900
AZANGARO;2005/2006;JOSE D. CHOQUEHUANCA;8200
AZANGARO;2006/2007;JOSE D. CHOQUEHUANCA;9078.79
AZANGARO;2007/2008;JOSE D. CHOQUEHUANCA;5915.38
AZANGARO;2008/2009;JOSE D. CHOQUEHUANCA;7012.5
AZANGARO;2009/2010;JOSE D. CHOQUEHUANCA;7622.09
AZANGARO;2010/2011;JOSE D. CHOQUEHUANCA;8435.29
AZANGARO;2011/2012;JOSE D. CHOQUEHUANCA;9641.18
AZANGARO;2012/2013;JOSE D. CHOQUEHUANCA;9448.78
AZANGARO;2013/2014;JOSE D. CHOQUEHUANCA;9166.67
AZANGARO;2014/2015;JOSE D. CHOQUEHUANCA;10880.95
AZANGARO;2015/2016;JOSE D. CHOQUEHUANCA;10100
AZANGARO;2016/2017;JOSE D. CHOQUEHUANCA;11000
AZANGARO;2017/2018;JOSE D. CHOQUEHUANCA;10869.57
AZANGARO;1996/1997;MUÑANI;6480
AZANGARO;1997/1998;MUÑANI;7789.03
AZANGARO;1998/1999;MUÑANI;8157.45
AZANGARO;1999/2000;MUÑANI;7923.4
AZANGARO;2000/2001;MUÑANI;8967.44
AZANGARO;2001/2002;MUÑANI;10793.81
AZANGARO;2002/2003;MUÑANI;10692.7
AZANGARO;2003/2004;MUÑANI;8493.26
AZANGARO;2004/2005;MUÑANI;8620.1
AZANGARO;2005/2006;MUÑANI;8405.53
AZANGARO;2006/2007;MUÑANI;9114.42
AZANGARO;2007/2008;MUÑANI;8306.9
AZANGARO;2008/2009;MUÑANI;8320.51
AZANGARO;2009/2010;MUÑANI;9501.54
AZANGARO;2010/2011;MUÑANI;9829.17
AZANGARO;2011/2012;MUÑANI;9269.23
AZANGARO;2012/2013;MUÑANI;11396.43
AZANGARO;2013/2014;MUÑANI;12742.86
AZANGARO;2014/2015;MUÑANI;13550
AZANGARO;2015/2016;MUÑANI;10724
AZANGARO;2016/2017;MUÑANI;12295
AZANGARO;2017/2018;MUÑANI;12475.56
AZANGARO;1996/1997;POTONI;5500
AZANGARO;1997/1998;POTONI;7200
AZANGARO;1998/1999;POTONI;7916.67
AZANGARO;1999/2000;POTONI;8181.82
AZANGARO;2000/2001;POTONI;8533.33
AZANGARO;2001/2002;POTONI;9777.78
AZANGARO;2002/2003;POTONI;7800
AZANGARO;2003/2004;POTONI;8200
AZANGARO;2004/2005;POTONI;8050
AZANGARO;2005/2006;POTONI;8840
AZANGARO;2006/2007;POTONI;7666.67
AZANGARO;2007/2008;POTONI;7040
AZANGARO;2008/2009;POTONI;7400
AZANGARO;2009/2010;POTONI;7692.31
AZANGARO;2010/2011;POTONI;8769.23
AZANGARO;2011/2012;POTONI;8237.5
AZANGARO;2012/2013;POTONI;9000
AZANGARO;2013/2014;POTONI;10500
AZANGARO;2014/2015;POTONI;10942.86
AZANGARO;2015/2016;POTONI;10160
AZANGARO;2016/2017;POTONI;9942.86
AZANGARO;2017/2018;POTONI;0
AZANGARO;1996/1997;SAMAN;6581.13
AZANGARO;1997/1998;SAMAN;6246.85
AZANGARO;1998/1999;SAMAN;8742.42
AZANGARO;1999/2000;SAMAN;8041.79
AZANGARO;2000/2001;SAMAN;6705
AZANGARO;2001/2002;SAMAN;9063.86
AZANGARO;2002/2003;SAMAN;9986.82
AZANGARO;2003/2004;SAMAN;9898.7
AZANGARO;2004/2005;SAMAN;10611.54
AZANGARO;2005/2006;SAMAN;12362.96
AZANGARO;2006/2007;SAMAN;9390.8
AZANGARO;2007/2008;SAMAN;8311.76
AZANGARO;2008/2009;SAMAN;11689.19
AZANGARO;2009/2010;SAMAN;12735.53
AZANGARO;2010/2011;SAMAN;12835.57
AZANGARO;2011/2012;SAMAN;10130.83
AZANGARO;2012/2013;SAMAN;13098.96
AZANGARO;2013/2014;SAMAN;11551.04
AZANGARO;2014/2015;SAMAN;12976.38
AZANGARO;2015/2016;SAMAN;11045
AZANGARO;2016/2017;SAMAN;12081.7
AZANGARO;2017/2018;SAMAN;13367.2
AZANGARO;1996/1997;SAN ANTON;5352.94
AZANGARO;1997/1998;SAN ANTON;5526.67
AZANGARO;1998/1999;SAN ANTON;7973.33
AZANGARO;1999/2000;SAN ANTON;8423.33
AZANGARO;2000/2001;SAN ANTON;8488.28
AZANGARO;2001/2002;SAN ANTON;10264.52
AZANGARO;2002/2003;SAN ANTON;10150
AZANGARO;2003/2004;SAN ANTON;9517.75
AZANGARO;2004/2005;SAN ANTON;10098.59
AZANGARO;2005/2006;SAN ANTON;9917.33
AZANGARO;2006/2007;SAN ANTON;10342.11
AZANGARO;2007/2008;SAN ANTON;6251.34
AZANGARO;2008/2009;SAN ANTON;7725
AZANGARO;2009/2010;SAN ANTON;8338.1
AZANGARO;2010/2011;SAN ANTON;9097.62
AZANGARO;2011/2012;SAN ANTON;9460.47
AZANGARO;2012/2013;SAN ANTON;9768.9
AZANGARO;2013/2014;SAN ANTON;9041.41
AZANGARO;2014/2015;SAN ANTON;10770.21
AZANGARO;2015/2016;SAN ANTON;10928.57
AZANGARO;2016/2017;SAN ANTON;10613.46
AZANGARO;2017/2018;SAN ANTON;10727.78
AZANGARO;1996/1997;SAN JOSE;5345.59
AZANGARO;1997/1998;SAN JOSE;5551.43
AZANGARO;1998/1999;SAN JOSE;7455.56
AZANGARO;1999/2000;SAN JOSE;8588.57
AZANGARO;2000/2001;SAN JOSE;8477.78
AZANGARO;2001/2002;SAN JOSE;9352.94
AZANGARO;2002/2003;SAN JOSE;9911.95
AZANGARO;2003/2004;SAN JOSE;8965.41
AZANGARO;2004/2005;SAN JOSE;9845.45
AZANGARO;2005/2006;SAN JOSE;9521.13
AZANGARO;2006/2007;SAN JOSE;9986.11
AZANGARO;2007/2008;SAN JOSE;6515.24
AZANGARO;2008/2009;SAN JOSE;7834.21
AZANGARO;2009/2010;SAN JOSE;8301.02
AZANGARO;2010/2011;SAN JOSE;9130.77
AZANGARO;2011/2012;SAN JOSE;9684.71
AZANGARO;2012/2013;SAN JOSE;9414.8
AZANGARO;2013/2014;SAN JOSE;9254.35
AZANGARO;2014/2015;SAN JOSE;10993.33
AZANGARO;2015/2016;SAN JOSE;10881.25
AZANGARO;2016/2017;SAN JOSE;10567.92
AZANGARO;2017/2018;SAN JOSE;10310.71
AZANGARO;1996/1997;SAN JUAN DE SALINAS;5345.24
AZANGARO;1997/1998;SAN JUAN DE SALINAS;5368.18
AZANGARO;1998/1999;SAN JUAN DE SALINAS;7986.36
AZANGARO;1999/2000;SAN JUAN DE SALINAS;8200
AZANGARO;2000/2001;SAN JUAN DE SALINAS;8675.68
AZANGARO;2001/2002;SAN JUAN DE SALINAS;8509.52
AZANGARO;2002/2003;SAN JUAN DE SALINAS;9812.83
AZANGARO;2003/2004;SAN JUAN DE SALINAS;8020
AZANGARO;2004/2005;SAN JUAN DE SALINAS;9418.27
AZANGARO;2005/2006;SAN JUAN DE SALINAS;8395
AZANGARO;2006/2007;SAN JUAN DE SALINAS;7767.44
AZANGARO;2007/2008;SAN JUAN DE SALINAS;5985.37
AZANGARO;2008/2009;SAN JUAN DE SALINAS;7417.39
AZANGARO;2009/2010;SAN JUAN DE SALINAS;7902.04
AZANGARO;2010/2011;SAN JUAN DE SALINAS;8800
AZANGARO;2011/2012;SAN JUAN DE SALINAS;9330.61
AZANGARO;2012/2013;SAN JUAN DE SALINAS;9328
AZANGARO;2013/2014;SAN JUAN DE SALINAS;8996.45
AZANGARO;2014/2015;SAN JUAN DE SALINAS;10722.22
AZANGARO;2015/2016;SAN JUAN DE SALINAS;10931.03
AZANGARO;2016/2017;SAN JUAN DE SALINAS;10802.58
AZANGARO;2017/2018;SAN JUAN DE SALINAS;10809.09
AZANGARO;1996/1997;SANTIAGO DE PUPUJA;5355.74
AZANGARO;1997/1998;SANTIAGO DE PUPUJA;5484.44
AZANGARO;1998/1999;SANTIAGO DE PUPUJA;7347.83
AZANGARO;1999/2000;SANTIAGO DE PUPUJA;8468.75
AZANGARO;2000/2001;SANTIAGO DE PUPUJA;8472.22
AZANGARO;2001/2002;SANTIAGO DE PUPUJA;9626
AZANGARO;2002/2003;SANTIAGO DE PUPUJA;9886.79
AZANGARO;2003/2004;SANTIAGO DE PUPUJA;8586.78
AZANGARO;2004/2005;SANTIAGO DE PUPUJA;9430.77
AZANGARO;2005/2006;SANTIAGO DE PUPUJA;8720.69
AZANGARO;2006/2007;SANTIAGO DE PUPUJA;8750
AZANGARO;2007/2008;SANTIAGO DE PUPUJA;5900.87
AZANGARO;2008/2009;SANTIAGO DE PUPUJA;7273.85
AZANGARO;2009/2010;SANTIAGO DE PUPUJA;7801.52
AZANGARO;2010/2011;SANTIAGO DE PUPUJA;9529.23
AZANGARO;2011/2012;SANTIAGO DE PUPUJA;9350
AZANGARO;2012/2013;SANTIAGO DE PUPUJA;9317.04
AZANGARO;2013/2014;SANTIAGO DE PUPUJA;9283.04
AZANGARO;2014/2015;SANTIAGO DE PUPUJA;11011.33
AZANGARO;2015/2016;SANTIAGO DE PUPUJA;10274.36
AZANGARO;2016/2017;SANTIAGO DE PUPUJA;10591.46
AZANGARO;2017/2018;SANTIAGO DE PUPUJA;10287.23
AZANGARO;1996/1997;TIRAPATA;5346.53
AZANGARO;1997/1998;TIRAPATA;6280
AZANGARO;1998/1999;TIRAPATA;7765.38
AZANGARO;1999/2000;TIRAPATA;8576
AZANGARO;2000/2001;TIRAPATA;8425
AZANGARO;2001/2002;TIRAPATA;9487.5
AZANGARO;2002/2003;TIRAPATA;10087.14
AZANGARO;2003/2004;TIRAPATA;8566.93
AZANGARO;2004/2005;TIRAPATA;9580.77
AZANGARO;2005/2006;TIRAPATA;9588.89
AZANGARO;2006/2007;TIRAPATA;8705.45
AZANGARO;2007/2008;TIRAPATA;6352.94
AZANGARO;2008/2009;TIRAPATA;7316
AZANGARO;2009/2010;TIRAPATA;7909.77
AZANGARO;2010/2011;TIRAPATA;8509.09
AZANGARO;2011/2012;TIRAPATA;9139.29
AZANGARO;2012/2013;TIRAPATA;9755.93
AZANGARO;2013/2014;TIRAPATA;8726.67
AZANGARO;2014/2015;TIRAPATA;10456.55
AZANGARO;2015/2016;TIRAPATA;10245.16
AZANGARO;2016/2017;TIRAPATA;10615
AZANGARO;2017/2018;TIRAPATA;10062.5
CARABAYA;1996/1997;AJOYANI;6500
CARABAYA;1997/1998;AJOYANI;7476.92
CARABAYA;1998/1999;AJOYANI;9355.56
CARABAYA;1999/2000;AJOYANI;8582.61
CARABAYA;2000/2001;AJOYANI;8666.67
CARABAYA;2001/2002;AJOYANI;9888.24
CARABAYA;2002/2003;AJOYANI;10963.41
CARABAYA;2003/2004;AJOYANI;10045.63
CARABAYA;2004/2005;AJOYANI;10176
CARABAYA;2005/2006;AJOYANI;11163.42
CARABAYA;2006/2007;AJOYANI;10165.38
CARABAYA;2007/2008;AJOYANI;10600.78
CARABAYA;2008/2009;AJOYANI;12032
CARABAYA;2009/2010;AJOYANI;12295.83
CARABAYA;2010/2011;AJOYANI;12120.83
CARABAYA;2011/2012;AJOYANI;11855.37
CARABAYA;2012/2013;AJOYANI;11607.02
CARABAYA;2013/2014;AJOYANI;12063.16
CARABAYA;2014/2015;AJOYANI;12882.76
CARABAYA;2015/2016;AJOYANI;14600
CARABAYA;2016/2017;AJOYANI;13750
CARABAYA;2017/2018;AJOYANI;13759.38
CARABAYA;1996/1997;AYAPATA;8735.52
CARABAYA;1997/1998;AYAPATA;7685.25
CARABAYA;1998/1999;AYAPATA;10165.9
CARABAYA;1999/2000;AYAPATA;10080
CARABAYA;2000/2001;AYAPATA;9634.64
CARABAYA;2001/2002;AYAPATA;11738.29
CARABAYA;2002/2003;AYAPATA;10827.97
CARABAYA;2003/2004;AYAPATA;10162.76
CARABAYA;2004/2005;AYAPATA;11207.13
CARABAYA;2005/2006;AYAPATA;11563.6
CARABAYA;2006/2007;AYAPATA;11601.55
CARABAYA;2007/2008;AYAPATA;11823.51
CARABAYA;2008/2009;AYAPATA;12097.24
CARABAYA;2009/2010;AYAPATA;13557.49
CARABAYA;2010/2011;AYAPATA;13374.91
CARABAYA;2011/2012;AYAPATA;13080.97
CARABAYA;2012/2013;AYAPATA;13158.08
CARABAYA;2013/2014;AYAPATA;14318.63
CARABAYA;2014/2015;AYAPATA;14820.47
CARABAYA;2015/2016;AYAPATA;16213.75
CARABAYA;2016/2017;AYAPATA;15703.1
CARABAYA;2017/2018;AYAPATA;15854.58
CARABAYA;1996/1997;COASA;7232.88
CARABAYA;1997/1998;COASA;7272.94
CARABAYA;1998/1999;COASA;9210.53
CARABAYA;1999/2000;COASA;10718.07
CARABAYA;2000/2001;COASA;9766.91
CARABAYA;2001/2002;COASA;11112.1
CARABAYA;2002/2003;COASA;10825.38
CARABAYA;2003/2004;COASA;10073.61
CARABAYA;2004/2005;COASA;11127.96
CARABAYA;2005/2006;COASA;11468.75
CARABAYA;2006/2007;COASA;11853.09
CARABAYA;2007/2008;COASA;11518.6
CARABAYA;2008/2009;COASA;12458.82
CARABAYA;2009/2010;COASA;14097.54
CARABAYA;2010/2011;COASA;13421.6
CARABAYA;2011/2012;COASA;12267.01
CARABAYA;2012/2013;COASA;12832.57
CARABAYA;2013/2014;COASA;14106.8
CARABAYA;2014/2015;COASA;14256.66
CARABAYA;2015/2016;COASA;14502.9
CARABAYA;2016/2017;COASA;14913.92
CARABAYA;2017/2018;COASA;15271.92
CARABAYA;1996/1997;CORANI;7892.47
CARABAYA;1997/1998;CORANI;7898.45
CARABAYA;1998/1999;CORANI;8656.34
CARABAYA;1999/2000;CORANI;9650
CARABAYA;2000/2001;CORANI;8797.37
CARABAYA;2001/2002;CORANI;10853.49
CARABAYA;2002/2003;CORANI;10298.01
CARABAYA;2003/2004;CORANI;9877.78
CARABAYA;2004/2005;CORANI;10225.32
CARABAYA;2005/2006;CORANI;12066.67
CARABAYA;2006/2007;CORANI;11193.88
CARABAYA;2007/2008;CORANI;11739.81
CARABAYA;2008/2009;CORANI;13061.02
CARABAYA;2009/2010;CORANI;13940.38
CARABAYA;2010/2011;CORANI;13580.77
CARABAYA;2011/2012;CORANI;10548.08
CARABAYA;2012/2013;CORANI;12393.88
CARABAYA;2013/2014;CORANI;12505.45
CARABAYA;2014/2015;CORANI;13000
CARABAYA;2015/2016;CORANI;13494.76
CARABAYA;2016/2017;CORANI;13457.63
CARABAYA;2017/2018;CORANI;13834.19
CARABAYA;1996/1997;SAN GABAN;0
CARABAYA;1997/1998;SAN GABAN;0
CARABAYA;1998/1999;SAN GABAN;0
CARABAYA;1999/2000;SAN GABAN;0
CARABAYA;2000/2001;SAN GABAN;0
CARABAYA;2001/2002;SAN GABAN;0
CARABAYA;2002/2003;SAN GABAN;0
CARABAYA;2003/2004;SAN GABAN;0
CARABAYA;2004/2005;SAN GABAN;0
CARABAYA;2005/2006;SAN GABAN;0
CARABAYA;2006/2007;SAN GABAN;0
CARABAYA;2007/2008;SAN GABAN;0
CARABAYA;2008/2009;SAN GABAN;0
CARABAYA;2009/2010;SAN GABAN;0
CARABAYA;2010/2011;SAN GABAN;0
CARABAYA;2011/2012;SAN GABAN;0
CARABAYA;2012/2013;SAN GABAN;0
CARABAYA;2013/2014;SAN GABAN;0
CARABAYA;2014/2015;SAN GABAN;0
CARABAYA;2015/2016;SAN GABAN;0
CARABAYA;2016/2017;SAN GABAN;0
CARABAYA;2017/2018;SAN GABAN;0
CARABAYA;1996/1997;USICAYOS;7571.43
CARABAYA;1997/1998;USICAYOS;7590.41
CARABAYA;1998/1999;USICAYOS;8920.26
CARABAYA;1999/2000;USICAYOS;9533.73
CARABAYA;2000/2001;USICAYOS;9696.82
CARABAYA;2001/2002;USICAYOS;11150.42
CARABAYA;2002/2003;USICAYOS;10750.62
CARABAYA;2003/2004;USICAYOS;10218.13
CARABAYA;2004/2005;USICAYOS;10108.3
CARABAYA;2005/2006;USICAYOS;11061.57
CARABAYA;2006/2007;USICAYOS;10374.77
CARABAYA;2007/2008;USICAYOS;10781.99
CARABAYA;2008/2009;USICAYOS;9958.06
CARABAYA;2009/2010;USICAYOS;11001.68
CARABAYA;2010/2011;USICAYOS;12513.78
CARABAYA;2011/2012;USICAYOS;12267.93
CARABAYA;2012/2013;USICAYOS;12759.83
CARABAYA;2013/2014;USICAYOS;13768.1
CARABAYA;2014/2015;USICAYOS;13673.19
CARABAYA;2015/2016;USICAYOS;13885.03
CARABAYA;2016/2017;USICAYOS;13702.08
CARABAYA;2017/2018;USICAYOS;13991.67
CARABAYA;1996/1997;CRUCERO;7475
CARABAYA;1997/1998;CRUCERO;6878.21
CARABAYA;1998/1999;CRUCERO;8252.43
CARABAYA;1999/2000;CRUCERO;9423.33
CARABAYA;2000/2001;CRUCERO;8350
CARABAYA;2001/2002;CRUCERO;9734.21
CARABAYA;2002/2003;CRUCERO;9975.31
CARABAYA;2003/2004;CRUCERO;9827.42
CARABAYA;2004/2005;CRUCERO;10193.78
CARABAYA;2005/2006;CRUCERO;12081.51
CARABAYA;2006/2007;CRUCERO;12062.5
CARABAYA;2007/2008;CRUCERO;10472.69
CARABAYA;2008/2009;CRUCERO;12264.15
CARABAYA;2009/2010;CRUCERO;13521.67
CARABAYA;2010/2011;CRUCERO;12511.97
CARABAYA;2011/2012;CRUCERO;11954.3
CARABAYA;2012/2013;CRUCERO;12075.63
CARABAYA;2013/2014;CRUCERO;13076.68
CARABAYA;2014/2015;CRUCERO;13735.29
CARABAYA;2015/2016;CRUCERO;14387.06
CARABAYA;2016/2017;CRUCERO;14184
CARABAYA;2017/2018;CRUCERO;14273
CARABAYA;1996/1997;ITUATA;8031.71
CARABAYA;1997/1998;ITUATA;7816.57
CARABAYA;1998/1999;ITUATA;8766.94
CARABAYA;1999/2000;ITUATA;9786
CARABAYA;2000/2001;ITUATA;8571.74
CARABAYA;2001/2002;ITUATA;9986.42
CARABAYA;2002/2003;ITUATA;10534.86
CARABAYA;2003/2004;ITUATA;9815.35
CARABAYA;2004/2005;ITUATA;11083.81
CARABAYA;2005/2006;ITUATA;11928.95
CARABAYA;2006/2007;ITUATA;11575.32
CARABAYA;2007/2008;ITUATA;11334.22
CARABAYA;2008/2009;ITUATA;12484.02
CARABAYA;2009/2010;ITUATA;13623.46
CARABAYA;2010/2011;ITUATA;12697.32
CARABAYA;2011/2012;ITUATA;12168.18
CARABAYA;2012/2013;ITUATA;12242.16
CARABAYA;2013/2014;ITUATA;13203.09
CARABAYA;2014/2015;ITUATA;13781.82
CARABAYA;2015/2016;ITUATA;14095.06
CARABAYA;2016/2017;ITUATA;14187.9
CARABAYA;2017/2018;ITUATA;14253.13
CARABAYA;1996/1997;MACUSANI;7782.11
CARABAYA;1997/1998;MACUSANI;7644.62
CARABAYA;1998/1999;MACUSANI;9023.44
CARABAYA;1999/2000;MACUSANI;8666.1
CARABAYA;2000/2001;MACUSANI;8225.49
CARABAYA;2001/2002;MACUSANI;10163.08
CARABAYA;2002/2003;MACUSANI;9889.92
CARABAYA;2003/2004;MACUSANI;8732.31
CARABAYA;2004/2005;MACUSANI;11081.79
CARABAYA;2005/2006;MACUSANI;10294.74
CARABAYA;2006/2007;MACUSANI;10013.12
CARABAYA;2007/2008;MACUSANI;10280.79
CARABAYA;2008/2009;MACUSANI;13580.69
CARABAYA;2009/2010;MACUSANI;13802.67
CARABAYA;2010/2011;MACUSANI;12854.93
CARABAYA;2011/2012;MACUSANI;11950.7
CARABAYA;2012/2013;MACUSANI;12076.5
CARABAYA;2013/2014;MACUSANI;12472.83
CARABAYA;2014/2015;MACUSANI;12903.23
CARABAYA;2015/2016;MACUSANI;13343.16
CARABAYA;2016/2017;MACUSANI;13075
CARABAYA;2017/2018;MACUSANI;13446.39
CARABAYA;1996/1997;OLLACHEA;7488.46
CARABAYA;1997/1998;OLLACHEA;7427.57
CARABAYA;1998/1999;OLLACHEA;8977.78
CARABAYA;1999/2000;OLLACHEA;9290.24
CARABAYA;2000/2001;OLLACHEA;9053.19
CARABAYA;2001/2002;OLLACHEA;10443.84
CARABAYA;2002/2003;OLLACHEA;10362.26
CARABAYA;2003/2004;OLLACHEA;10098.61
CARABAYA;2004/2005;OLLACHEA;9983.36
CARABAYA;2005/2006;OLLACHEA;11767.58
CARABAYA;2006/2007;OLLACHEA;11478.44
CARABAYA;2007/2008;OLLACHEA;11117.14
CARABAYA;2008/2009;OLLACHEA;12756.39
CARABAYA;2009/2010;OLLACHEA;12745.16
CARABAYA;2010/2011;OLLACHEA;12433.94
CARABAYA;2011/2012;OLLACHEA;12377.64
CARABAYA;2012/2013;OLLACHEA;12595.63
CARABAYA;2013/2014;OLLACHEA;13353.25
CARABAYA;2014/2015;OLLACHEA;13641.12
